Date,Open,High,Low,Close,Adj Close,Volume
1977-12-01,2.526562,2.542655,2.269078,2.309310,0.260341,26148500
1978-01-01,2.309310,2.309310,2.043780,2.172522,0.247291,18118700
1978-02-01,2.172522,2.244939,2.043780,2.067919,0.235385,14994500
1978-03-01,2.067919,2.220800,2.043780,2.067919,0.235385,19649000
1978-04-01,2.059873,2.446099,2.027687,2.413913,0.274768,34567500
1978-05-01,2.413913,2.518516,2.293218,2.397820,0.275943,31360500
1978-06-01,2.397820,2.566794,2.212754,2.252986,0.259275,23138100
1978-07-01,2.252986,2.470238,2.228847,2.462192,0.286580,24561800
1978-08-01,2.478284,2.719676,2.293218,2.317357,0.269722,36943600
1978-09-01,2.317357,2.470238,2.212754,2.244939,0.261293,27662400
1978-10-01,2.244939,2.285171,1.931131,1.971362,0.229451,30622700
1978-11-01,2.035733,2.108151,1.906991,2.019641,0.237798,20630000
1978-12-01,2.035733,2.116197,1.786296,1.874806,0.220745,21920600
1979-01-01,1.866760,2.067919,1.810435,1.898945,0.226621,27270300
1979-02-01,1.898945,1.963316,1.802389,1.834574,0.218939,21083600
1979-03-01,1.834574,2.075965,1.834574,2.035733,0.242946,31634700
1979-04-01,2.003548,2.043780,1.906991,1.923084,0.229502,31395300
1979-05-01,1.923084,2.188615,1.874806,2.108151,0.255220,28874400
1979-06-01,2.108151,2.325403,2.108151,2.196661,0.265936,30414500
1979-07-01,2.188615,2.244939,2.108151,2.236893,0.274334,22369000
1979-08-01,2.236893,2.365635,2.228847,2.261032,0.277294,22668100
1979-09-01,2.261032,2.261032,2.124244,2.180568,0.267426,21777900
1979-10-01,2.140337,2.140337,1.882852,1.931131,0.236835,37067400
1979-11-01,1.931131,2.067919,1.786296,2.027687,0.252025,32545600
1979-12-01,2.027687,2.100105,1.906991,1.923084,0.239023,27714600
1980-01-01,1.923084,2.188615,1.882852,1.890899,0.238558,46400800
1980-02-01,1.890899,1.947223,1.778250,1.802389,0.227391,40912800
1980-03-01,1.802389,1.923084,1.625368,1.898945,0.239573,29850400
1980-04-01,1.898945,2.212754,1.762157,2.172522,0.279072,33134700
1980-05-01,2.156429,2.236893,2.067919,2.188615,0.281139,38105500
1980-06-01,2.188615,2.333450,2.156429,2.244939,0.288374,39340000
1980-07-01,2.244939,2.413913,2.172522,2.405867,0.313369,33129200
1980-08-01,2.405867,2.470238,2.228847,2.252986,0.293456,30949200
1980-09-01,2.252986,2.598980,2.196661,2.325403,0.302889,34775800
1980-10-01,2.325403,2.470238,2.035733,2.148383,0.283600,39803900
1980-11-01,2.164476,2.341496,2.156429,2.228847,0.294222,30037300
1980-12-01,2.228847,2.590934,2.196661,2.590934,0.342020,44565200
1981-01-01,2.590934,2.896696,2.574841,2.800139,0.374331,49821600
1981-02-01,2.800139,2.928881,2.590934,2.848418,0.380785,34139700
1981-03-01,2.848418,3.146134,2.776000,2.936928,0.392617,36611700
1981-04-01,2.936928,2.961067,2.590934,2.824279,0.381708,94499500
1981-05-01,2.816232,3.242690,2.655305,3.154180,0.426295,77730100
1981-06-01,3.154180,3.500174,3.081763,3.113948,0.420857,96703400
1981-07-01,3.113948,3.170273,2.776000,2.985206,0.407639,66003300
1981-08-01,2.993253,3.081763,2.679444,2.703583,0.369182,47285700
1981-09-01,2.703583,2.776000,2.413913,2.655305,0.362590,70490600
1981-10-01,2.655305,3.033484,2.607026,2.912789,0.397750,51667800
1981-11-01,2.944974,3.105902,2.912789,3.017392,0.416999,38230200
1981-12-01,3.017392,3.081763,2.743815,2.840371,0.392535,39347000
1982-01-01,2.824279,2.872557,2.526562,2.864511,0.395871,53504800
1982-02-01,2.832325,2.961067,2.607026,2.944974,0.412127,43818900
1982-03-01,2.985206,3.138087,2.776000,3.025438,0.423387,82592900
1982-04-01,3.089809,3.299015,3.033484,3.121994,0.436900,64846700
1982-05-01,3.105902,3.234644,2.719676,2.735768,0.382850,49866800
1982-06-01,2.727722,2.800139,2.590934,2.590934,0.362582,88818500
1982-07-01,2.574841,2.623119,2.341496,2.421960,0.338935,96151100
1982-08-01,2.486331,3.017392,2.269078,2.977160,0.422514,97497400
1982-09-01,2.993253,3.250736,2.928881,3.113948,0.441927,84900700
1982-10-01,3.130041,3.902493,3.073716,3.765705,0.534423,124512300
1982-11-01,3.781797,4.497925,3.725473,4.417461,0.634035,116817500
1982-12-01,4.457693,4.554250,3.669148,4.135838,0.593614,103866000
1983-01-01,4.039281,4.336998,3.838122,4.200209,0.602853,103228800
1983-02-01,4.176070,5.149682,4.023189,5.031668,0.728999,71056600
1983-03-01,5.063854,5.407166,4.741999,5.321338,0.770967,81188100
1983-04-01,5.224781,5.986505,5.042397,5.761206,0.834696,96920200
1983-05-01,5.696836,6.211803,5.407166,5.997233,0.875245,73123200
1983-06-01,5.975777,6.383460,5.664650,6.136704,0.895599,76011700
1983-07-01,6.201075,6.276175,5.321338,5.450080,0.795392,73215600
1983-08-01,5.428623,5.906041,5.149682,5.471537,0.803921,72672700
1983-09-01,5.214053,5.342795,4.538157,4.747363,0.697519,94792500
1983-10-01,4.650806,5.149682,4.119745,4.264580,0.626585,121973500
1983-11-01,4.248487,4.666899,3.910540,4.425508,0.655922,114649800
1983-12-01,4.409415,4.489879,3.604777,4.200209,0.622530,215729700
1984-01-01,4.184116,4.345044,3.765705,3.862261,0.578026,104167300
1984-02-01,3.862261,4.023189,3.556499,3.701334,0.553941,89649800
1984-03-01,3.701334,4.151931,3.636963,4.071467,0.609335,95417200
1984-04-01,4.055374,4.087560,3.540406,3.830076,0.573209,97614300
1984-05-01,3.813983,4.103652,3.218551,3.347293,0.506077,103014200
1984-06-01,3.379479,3.765705,3.218551,3.701334,0.559604,73569300
1984-07-01,3.701334,3.765705,3.218551,3.556499,0.543868,77710400
1984-08-01,3.620870,4.457693,3.620870,4.216302,0.644766,263036000
1984-09-01,4.184116,4.602528,4.007096,4.441600,0.679219,122209200
1984-10-01,4.377229,5.020940,4.119745,4.763455,0.728438,145540500
1984-11-01,4.827826,4.876105,4.409415,4.554250,0.702966,110636800
1984-12-01,4.570343,4.908290,4.457693,4.843919,0.747678,78127400
1985-01-01,4.827826,5.519815,4.522064,5.519815,0.859290,174870600
1985-02-01,5.374980,5.632464,5.181867,5.503722,0.856784,124106600
1985-03-01,5.552001,5.696836,5.181867,5.326702,0.829227,115064900
1985-04-01,5.294517,5.761206,5.181867,5.552001,0.870997,88175600
1985-05-01,5.552001,5.986505,5.374980,5.922134,0.929064,122699000
1985-06-01,6.018691,6.356638,5.857763,6.115247,0.959358,131977400
1985-07-01,6.147432,6.227896,5.423258,5.696836,0.899685,113397100
1985-08-01,5.761206,5.825577,5.310609,5.310609,0.838690,90250200
1985-09-01,5.326702,5.552001,5.165774,5.342795,0.843773,111523000
1985-10-01,5.326702,5.922134,5.230145,5.857763,0.932695,120462700
1985-11-01,5.825577,6.372731,5.471537,6.292267,1.001879,192341600
1985-12-01,6.276175,7.080812,6.195711,6.823328,1.086437,159486500
1986-01-01,6.791142,7.579688,6.501473,7.241740,1.214831,134973800
1986-02-01,7.241740,8.609624,6.855514,8.464789,1.420004,124831400
1986-03-01,8.593532,9.028036,8.400418,8.851015,1.484794,122204000
1986-04-01,8.818830,8.867108,7.676244,7.740615,1.357115,166323000
1986-05-01,7.740615,8.239491,7.290018,8.046377,1.410722,139843300
1986-06-01,8.046377,8.142934,7.467039,8.046377,1.410722,126202100
1986-07-01,8.014192,8.110748,7.402668,7.724523,1.415114,120676900
1986-08-01,7.724523,8.496975,7.386575,8.480882,1.553677,98388800
1986-09-01,8.513067,8.545253,6.919885,7.241740,1.326669,138766600
1986-10-01,7.273925,7.724523,7.161276,7.547502,1.451355,100880000
1986-11-01,7.579688,7.676244,7.016441,7.402668,1.423504,93286500
1986-12-01,7.306111,7.982007,7.177369,7.290018,1.401843,196571500
1987-01-01,7.354389,9.382076,7.338296,8.754458,1.767431,209510800
1987-02-01,8.706181,9.687839,8.561346,9.526911,1.923380,148425600
1987-03-01,9.752210,10.460291,9.333798,9.575190,1.933129,230629300
1987-04-01,9.462540,9.720024,8.303862,8.770552,1.841583,205425100
1987-05-01,8.754458,9.011943,7.595780,8.690088,1.824687,115719700
1987-06-01,8.883201,9.526911,8.496975,8.818830,1.851719,101701000
1987-07-01,8.722273,9.623467,8.239491,9.494725,2.034898,124318800
1987-08-01,9.301613,10.267178,9.172871,9.559096,2.048694,119450400
1987-09-01,9.591282,9.784395,8.883201,9.237242,1.979713,105453400
1987-10-01,9.365984,9.687839,5.342795,6.211803,1.344460,198097700
1987-11-01,6.179618,7.112998,5.503722,5.761206,1.272294,104057400
1987-12-01,5.889948,6.243989,5.342795,5.889948,1.300726,116343500
1988-01-01,5.954319,6.919885,5.954319,6.758957,1.505138,101990300
1988-02-01,6.823328,6.919885,6.308360,6.694586,1.540469,68459400
1988-03-01,6.758957,7.241740,6.083062,6.276175,1.444191,101855600
1988-04-01,6.211803,6.855514,6.050876,6.179618,1.421971,87598200
1988-05-01,6.115247,6.533659,5.889948,6.501473,1.542712,68672400
1988-06-01,6.565844,7.145183,6.565844,7.080812,1.680181,88116500
1988-07-01,7.016441,7.306111,6.694586,7.241740,1.718367,59910000
1988-08-01,7.338296,7.821079,7.016441,7.370482,1.797112,105985900
1988-09-01,7.338296,7.692337,6.855514,7.209554,1.757874,72853900
1988-10-01,7.145183,7.756708,6.984256,6.984256,1.702940,71088300
1988-11-01,7.048627,7.177369,6.662401,6.952070,1.740950,62296400
1988-12-01,6.919885,7.306111,6.823328,6.855514,1.716769,58155200
1989-01-01,6.887699,7.917635,6.791142,7.917635,2.044121,81403300
1989-02-01,7.917635,8.207305,7.434853,7.595780,1.961028,69881400
1989-03-01,7.660151,8.175119,7.531409,8.142934,2.102289,102770900
1989-04-01,8.142934,8.754458,8.046377,8.368233,2.160455,72050200
1989-05-01,8.303862,8.818830,7.982007,8.336047,2.209033,80317400
1989-06-01,8.336047,9.108500,8.336047,8.561346,2.268736,75881400
1989-07-01,8.625717,9.655653,8.464789,9.591282,2.604042,58740500
1989-08-01,9.720024,9.945323,9.365984,9.559096,2.595303,71884500
1989-09-01,9.591282,9.720024,9.140685,9.301613,2.525398,54824100
1989-10-01,9.269427,10.138435,8.818830,9.365984,2.542873,88747600
1989-11-01,9.333798,9.462540,8.496975,9.140685,2.538944,88468300
1989-12-01,9.205056,9.333798,7.885450,8.979757,2.494244,73988400
1990-01-01,8.915386,9.076314,7.499224,7.660151,2.185063,87963300
1990-02-01,7.692337,7.853264,7.016441,7.499224,2.139159,91295400
1990-03-01,7.467039,7.563595,6.565844,6.630215,1.891273,148452500
1990-04-01,6.630215,7.595780,6.565844,6.984256,1.992264,81006400
1990-05-01,6.984256,7.917635,6.758957,7.531409,2.225473,95624800
1990-06-01,7.627966,8.239491,7.563595,7.917635,2.339600,122960700
1990-07-01,7.949821,8.239491,7.306111,7.499224,2.282202,82097100
1990-08-01,7.499224,7.531409,5.664650,6.211803,1.890407,122120400
1990-09-01,6.083062,6.340546,5.020940,5.439351,1.655330,69508400
1990-10-01,5.568093,5.922134,4.505971,4.860012,1.479023,110865100
1990-11-01,4.892198,5.857763,4.666899,5.278424,1.677215,106684800
1990-12-01,5.278424,6.115247,5.020940,5.310609,1.687442,105728800
1991-01-01,5.278424,5.922134,4.892198,5.857763,1.945483,122336200
1991-02-01,5.922134,6.984256,5.696836,6.179618,2.052378,123003500
1991-03-01,6.179618,7.788894,6.115247,7.434853,2.469269,150208700
1991-04-01,7.209554,7.821079,6.437102,6.437102,2.137895,169404700
1991-05-01,6.662401,6.952070,5.793392,6.598030,2.261233,165166600
1991-06-01,6.662401,6.662401,5.793392,5.793392,1.985472,94079100
1991-07-01,5.986505,6.694586,5.600279,6.533659,2.329566,116052200
1991-08-01,6.565844,7.080812,6.179618,6.823328,2.432849,111459600
1991-09-01,6.758957,6.887699,6.469287,6.598030,2.352520,94289100
1991-10-01,6.662401,6.791142,4.763455,4.892198,1.811608,221523000
1991-11-01,4.924383,5.149682,4.699085,4.892198,1.811608,127814900
1991-12-01,4.860012,5.471537,4.634714,5.278424,1.954630,141117200
1992-01-01,5.278424,6.018691,5.149682,5.310609,2.063043,160375700
1992-02-01,5.374980,5.729021,5.278424,5.407166,2.100554,100369500
1992-03-01,5.407166,6.243989,5.342795,5.889948,2.288102,137775800
1992-04-01,5.825577,6.115247,5.535908,5.793392,2.348634,115226000
1992-05-01,5.857763,5.986505,5.632464,5.857763,2.374732,81094100
1992-06-01,5.857763,6.340546,5.825577,5.986505,2.426922,124625600
1992-07-01,5.986505,6.340546,5.793392,5.922134,2.504829,92204800
1992-08-01,5.889948,5.922134,5.214053,5.374980,2.273404,73280200
1992-09-01,5.407166,5.857763,5.374980,5.632464,2.382310,81260800
1992-10-01,5.600279,5.632464,5.149682,5.503722,2.435292,89962200
1992-11-01,5.535908,6.018691,5.310609,5.889948,2.606187,78760600
1992-12-01,5.889948,6.533659,5.761206,6.404917,2.834051,126459800
1993-01-01,6.404917,6.855514,5.761206,5.986505,2.648912,185367000
1993-02-01,6.437102,6.533659,5.986505,6.308360,2.904658,157007100
1993-03-01,6.308360,7.467039,6.243989,6.984256,3.215873,164578600
1993-04-01,6.952070,7.660151,6.823328,7.209554,3.439921,115968500
1993-05-01,7.145183,7.499224,6.952070,7.402668,3.532062,78050300
1993-06-01,7.402668,8.336047,7.048627,8.303862,3.962050,118141700
1993-07-01,8.239491,8.818830,7.853264,8.400418,4.008120,108658200
1993-08-01,8.432604,8.851015,8.303862,8.368233,4.120744,101038500
1993-09-01,8.368233,9.430354,8.368233,9.237242,4.548668,122745200
1993-10-01,9.140685,9.333798,7.949821,8.303862,4.089047,114350600
1993-11-01,8.303862,8.336047,7.660151,8.078563,4.090326,96012300
1993-12-01,8.142934,8.336047,7.724523,7.949821,4.025140,85214400
1994-01-01,7.724523,8.529160,7.370482,8.400418,4.253285,210770200
1994-02-01,8.336047,8.496975,7.467039,7.531409,3.937052,119071600
1994-03-01,7.499224,7.917635,6.791142,7.145183,3.735152,169338200
1994-04-01,6.823328,7.853264,6.758957,7.627966,3.987524,110085000
1994-05-01,7.692337,8.060054,7.273925,8.060054,4.366103,86739900
1994-06-01,8.169467,8.424763,7.476521,7.512991,4.069762,108152200
1994-07-01,7.476521,7.914171,7.367108,7.731817,4.188299,76727200
1994-08-01,7.658875,8.351821,7.658875,8.205937,4.582170,96269000
1994-09-01,8.169467,9.336534,8.132996,8.862412,4.948748,156636600
1994-10-01,8.825942,9.117708,8.570646,9.008296,5.030206,105457200
1994-11-01,8.935354,9.227120,8.205937,8.643587,4.952110,124928500
1994-12-01,8.643587,8.753000,8.278879,8.607117,4.931218,75380700
1995-01-01,8.570646,9.190650,8.461233,9.190650,5.407495,111990600
1995-02-01,9.190650,10.065950,9.190650,9.810655,5.772289,152707000
1995-03-01,9.737713,10.503600,9.300062,10.175363,5.986870,125372700
1995-04-01,10.175363,10.467129,9.993009,10.138891,5.965409,80306900
1995-05-01,10.065950,10.503600,9.993009,10.357717,6.231964,115901700
1995-06-01,10.430658,10.795366,9.956537,10.284775,6.188077,111143300
1995-07-01,10.248304,11.305959,10.138891,11.233017,6.758609,102403800
1995-08-01,11.269487,11.889492,11.087133,11.780079,7.246869,89933500
1995-09-01,11.780079,13.165971,11.743608,12.947145,7.964824,97977700
1995-10-01,12.874205,13.165971,11.233017,11.853021,7.291740,104371400
1995-11-01,11.780079,12.983617,11.743608,12.400084,7.768001,69699400
1995-12-01,12.363612,13.165971,11.707137,12.071846,7.562377,70464300
1996-01-01,12.144788,13.603621,11.269487,13.421267,8.407716,158992300
1996-02-01,13.348325,13.968329,12.983617,13.384796,8.543630,114663600
1996-03-01,13.603621,14.661275,12.874205,14.405979,9.195463,101410200
1996-04-01,14.478921,14.807158,13.165971,14.150683,9.032505,82196100
1996-05-01,14.077742,14.223625,13.238913,13.348325,8.653149,85862900
1996-06-01,13.348325,13.931858,12.655379,13.020087,8.440364,86714000
1996-07-01,13.093029,13.202441,11.488313,12.764791,8.274867,84414500
1996-08-01,12.801263,13.457738,12.655379,12.764791,8.418333,60167100
1996-09-01,12.473025,13.676562,12.436554,13.494208,8.899384,76798600
1996-10-01,13.457738,14.004800,13.238913,13.713034,9.043697,73790200
1996-11-01,13.713034,15.755400,13.603621,15.244808,10.220257,86608700
1996-12-01,15.098925,17.615412,14.697746,16.484818,11.051575,107233800
1997-01-01,16.338934,18.636597,15.645988,18.126003,12.317392,147927900
1997-02-01,18.089533,20.423666,17.469530,19.147188,13.011335,111515600
1997-03-01,18.964834,19.840134,17.433058,17.469530,11.871297,95934300
1997-04-01,17.469530,19.548367,16.776583,19.183659,13.036119,96703100
1997-05-01,19.256599,20.751904,19.001305,20.277782,13.956790,82477400
1997-06-01,20.423666,23.268393,19.767191,21.736616,14.960877,119694300
1997-07-01,21.663675,24.563107,21.499556,24.435459,16.818432,126569700
1997-08-01,24.326046,24.873108,22.684858,22.684858,15.776835,85770000
1997-09-01,22.757799,24.143692,22.320150,23.888395,16.613880,76140800
1997-10-01,23.961338,25.256052,21.007200,22.757799,15.827563,93572400
1997-11-01,23.049566,23.669571,22.156031,23.013096,16.157303,73088700
1997-12-01,23.341333,26.696650,23.213686,26.040174,18.282593,98373200
1998-01-01,25.967234,26.167824,22.867212,24.417223,17.296894,83457800
1998-02-01,24.581341,26.441355,24.581341,26.277235,18.614508,77300500
1998-03-01,26.204294,28.629604,26.167824,26.787827,18.976200,83971000
1998-04-01,27.079594,31.693153,26.806063,29.814907,21.120558,145373800
1998-05-01,29.814907,31.109621,28.884899,29.942554,21.368288,84344700
1998-06-01,29.942554,33.261398,29.158432,33.188457,23.684696,95785600
1998-07-01,33.261398,34.610821,30.507853,32.203747,23.141760,82894100
1998-08-01,32.094334,32.623161,22.739565,22.757799,16.353855,160543000
1998-09-01,22.903683,25.821350,19.840134,22.648388,16.275230,245486300
1998-10-01,22.028383,26.988417,19.548367,25.702820,18.470158,202530300
1998-11-01,26.404882,31.820803,26.040174,29.194902,21.209955,112065300
1998-12-01,28.921371,30.890797,26.623709,29.906084,21.726633,89051900
1999-01-01,29.833141,31.766096,27.681362,30.015495,21.806120,103777200
1999-02-01,30.343733,33.024338,27.754305,31.656683,23.177954,110189200
1999-03-01,32.094334,37.820255,31.291975,34.355526,25.153950,136922400
1999-04-01,34.939060,41.613220,34.537880,38.130257,28.093363,130930100
1999-05-01,37.637901,39.461441,33.407284,35.322002,26.024323,124749800
1999-06-01,35.230824,38.987320,33.553165,37.966137,27.972456,108123100
1999-07-01,38.367317,42.014400,37.747311,38.440258,28.494200,125952200
1999-08-01,38.513199,43.947353,35.559063,40.117916,29.737785,162990800
1999-09-01,40.555565,41.832047,38.184963,39.388500,29.197115,128185100
1999-10-01,38.804966,46.974434,38.002609,44.932068,33.306309,187830000
1999-11-01,43.764999,46.755608,42.032635,44.084118,32.857872,133654400
1999-12-01,43.764999,49.272095,43.546173,48.506207,36.153851,110972100
2000-01-01,47.995617,48.360325,42.452049,48.068558,35.827660,156896900
2000-02-01,48.013851,49.454449,36.179066,39.151440,29.330818,193838500
2000-03-01,39.972034,45.898544,34.866116,43.454998,32.554874,222496800
2000-04-01,43.692059,46.609726,38.458492,43.619118,32.677849,175118200
2000-05-01,43.655586,47.594437,40.847332,47.266201,35.620132,111884700
2000-06-01,47.102081,50.056217,44.640301,45.625011,34.383316,85591000
2000-07-01,44.530888,52.299175,44.366768,49.618568,37.392895,76436400
2000-08-01,49.892101,52.900944,48.797974,51.656376,38.996639,77581600
2000-09-01,52.080349,54.487427,48.907387,53.174477,40.142712,65077600
2000-10-01,53.393299,55.143902,44.312061,52.518002,39.647102,113791600
2000-11-01,52.408588,53.776245,43.819706,48.086792,36.355915,84736200
2000-12-01,49.235626,50.822105,44.585594,48.086792,36.355915,100404200
2001-01-01,47.703850,49.946808,38.677319,41.226631,31.169313,190623400
2001-02-01,41.226631,43.721233,36.666317,38.408165,29.089535,111416500
2001-03-01,38.058044,39.537300,29.760201,36.149891,27.379162,208518400
2001-04-01,33.217636,39.388500,31.475788,37.147732,28.134911,140442100
2001-05-01,36.928905,40.745216,35.449650,36.867638,27.990116,120791200
2001-06-01,36.867638,37.681664,33.375191,33.961639,25.783857,126567200
2001-07-01,34.136700,35.712238,32.035980,35.300850,26.800600,101111200
2001-08-01,35.344612,36.692577,31.073151,31.878426,24.258390,100525400
2001-09-01,31.598330,32.604923,21.182261,25.436218,19.356085,208373200
2001-10-01,25.296169,28.175907,23.361757,25.760078,19.602541,156553600
2001-11-01,25.506243,30.863077,25.226147,28.806124,21.989780,116396200
2001-12-01,28.315954,31.808401,27.773270,31.239456,23.847321,113447600
2002-01-01,31.204445,33.383942,29.200008,31.379505,23.954226,113561500
2002-02-01,30.793055,32.561161,28.464756,31.904684,24.417654,106068700
2002-03-01,31.913439,37.375309,31.642096,35.852287,27.438883,125175500
2002-04-01,35.414639,38.408165,34.443054,35.896053,27.472382,126110300
2002-05-01,35.957325,39.309723,35.335861,37.209003,28.542677,105836600
2002-06-01,37.322792,37.707924,30.224110,31.790895,24.386490,134828300
2002-07-01,32.079746,33.243893,23.563076,30.863077,23.674774,170908600
2002-08-01,30.066555,33.672791,26.434059,31.563318,24.271702,113412200
2002-09-01,31.116915,31.642096,26.477825,27.291855,20.987005,112592200
2002-10-01,27.396891,31.948450,23.239216,31.834661,24.480358,167908800
2002-11-01,31.659601,34.871952,30.154085,34.075428,26.276867,116743400
2002-12-01,34.084183,34.793175,30.224110,30.941854,23.860451,83399700
2003-01-01,31.335739,34.092934,28.491014,31.099409,24.043573,110467600
2003-02-01,31.204445,31.633343,27.939575,29.392574,22.723984,96466300
2003-03-01,29.585140,33.243893,27.046770,29.086220,22.487135,140441900
2003-04-01,29.094973,33.699051,28.762358,33.138859,25.620314,126486100
2003-05-01,33.138859,36.937660,32.386101,36.464996,28.268654,132451600
2003-06-01,36.762600,39.248451,36.596294,36.596294,28.370453,111964500
2003-07-01,36.184902,40.570156,35.922314,38.662003,29.971842,107871300
2003-08-01,38.644493,40.613918,37.077709,39.432266,30.652737,87439200
2003-09-01,39.458523,41.532986,39.012119,39.441017,30.659538,105006000
2003-10-01,39.598572,42.985985,39.493538,41.077827,31.931913,98249900
2003-11-01,41.462959,41.856846,38.101810,40.009964,31.180868,102298400
2003-12-01,40.255047,42.452049,39.213440,42.215717,32.899868,97567700
2004-01-01,42.390778,45.489342,41.515480,45.375553,35.445900,109087000
2004-02-01,45.419315,47.703850,45.410564,46.758526,36.526234,100767800
2004-03-01,46.758526,47.187424,43.449890,45.384304,35.452732,134057200
2004-04-01,45.384304,46.233345,42.653370,42.845936,33.543667,112814400
2004-05-01,42.880947,44.797855,41.419197,44.377708,34.742889,93524000
2004-06-01,44.333946,45.673153,43.983826,44.972916,35.208866,78125300
2004-07-01,44.964161,45.314281,41.751808,43.983826,34.511417,94394900
2004-08-01,43.589939,44.202648,43.126030,43.782505,34.353455,74198000
2004-09-01,43.764999,45.288021,43.633705,45.042938,35.342442,72732500
